objectID,title,culture,period,accessionYear,primaryImageSmall,dimensions
49253,Landscape,China,Qing dynasty,1989,https://images.metmuseum.org/CRDImages/as/web-large/DP153896.jpg,7 1/8 x 20 1/4 in. (18.1 x 51.4 cm)
36131,Landscapes with poems,China,Qing dynasty,1981,https://images.metmuseum.org/CRDImages/as/web-large/1981_4_1a.jpg,10 3/4 x 16 1/8 in. (27.3 x 41 cm)
45650,Landscape,China,unknown,1981,https://images.metmuseum.org/CRDImages/as/web-large/DP157322_CRD.jpg,"Image: 9 13/16 x 30 1/2 in. (24.9 x 77.5 cm)
Overall with mounting: 10 1/8 x 347 5/16 in. (25.7 x 882.2 cm)"
49614,Landscape,China,unknown,1986,,8 3/8 x 26 7/8 in. (21.3 x 68.3 cm)
75680,Landscape,China,unknown,2005,,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)"
36438,Landscape,China,unknown,1988,,"Image: 10 3/8 x 9 5/8 in. (26.4 x 24.4 cm)
Overall with mounting: 54 1/2 x 13 3/4 in. (138.4 x 34.9 cm)
Overall with knobs: 54 1/2 x 16 1/2 in. (138.4 x 41.9 cm)"
49055,Landscape,China,Ming dynasty,1989,https://images.metmuseum.org/CRDImages/as/web-large/DP153876.jpg,8 x 22 in. (20.3 x 55.9 cm)
76393,Landscape,China,unknown,2011,,"Image: 59 1/8 × 59 1/8 in. (150.2 × 150.2 cm)
Sheet: 61 3/4 × 64 1/4 in. (156.8 × 163.2 cm)"
75634,Landscape,China,unknown,2005,,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)"
49451,Landscape,China,Qing dynasty,1986,https://images.metmuseum.org/CRDImages/as/web-large/DT8380.jpg,61 1/4 x 17 3/16 in. (155.6 x 43.7 cm)
49455,Landscape,China,Qing dynasty,1986,https://images.metmuseum.org/CRDImages/as/web-large/DP161404.jpg,7 1/8 x 20 1/4 in. (18.1 x 51.4 cm)
51610,Landscape,China,Ming dynasty,1942,https://images.metmuseum.org/CRDImages/as/web-large/DP154479.jpg,5 x 6 3/4 in. (12.7 x 17.1 cm)
51613,Landscape,China,Qing dynasty,1942,https://images.metmuseum.org/CRDImages/as/web-large/DP154483.jpg,5 x 6 3/4 in. (12.7 x 17.1 cm)
51502,Landscape,China,Qing dynasty,1913,https://images.metmuseum.org/CRDImages/as/web-large/DP154415.jpg,8 9/16 x 13 5/8 in. (21.7 x 34.6 cm)
51822,Landscape,China,Qing dynasty,1957,https://images.metmuseum.org/CRDImages/as/web-large/DP203222_CRD.jpg,16 1/4 x 107 7/8 in. (41.3 x 274 cm)
49013,Landscape,China,unknown,1989,https://images.metmuseum.org/CRDImages/as/web-large/DP153871.jpg,Image: 9 1/2 × 20 1/8 in. (24.1 × 51.1 cm)
36306,Landscape,China,unknown,1986,,7 3/4 x 21 7/16 in. (19.7 x 54.5 cm)
36293,Landscape,China,unknown,1986,,7 1/8 x 20 3/16 in. (18.1 x 51.3 cm)
36364,Landscape,China,unknown,1986,,7 1/4 x 20 5/16 in. (18.4 x 51.6 cm)
36365,Landscape,China,unknown,1986,,7 3/4 x 21 1/2 in. (19.7 x 54.6 cm)
36312,Landscape,China,unknown,1986,,7 5/16 x 20 1/4 in. (18.6 x 51.4 cm)
44581,Landscape,China,Qing dynasty,1989,https://images.metmuseum.org/CRDImages/as/web-large/1989_149_O.JPG,"Image: 45 x 25 5/16 in. (114.3 x 64.3 cm)
Overall with mounting: 98 x 32 1/2 in. (248.9 x 82.6 cm)
Overall with knobs: 98 x 36 1/4 in. (248.9 x 92.1 cm)"
36350,Landscape,China,unknown,1986,,6 7/8 x 19 1/2 in. (17.5 x 49.5 cm)
36308,Landscape,China,unknown,1986,,8 5/16 x 27 5/8 in. (21.1 x 70.2 cm)
40426,Landscape,China,Ming dynasty,1947,https://images.metmuseum.org/CRDImages/as/web-large/47_18_15_O2_sf.jpg,"Image: 68 1/2 × 35 1/2 in. (174 × 90.2 cm)
Overall with mounting: 9 ft. 1 7/8 in. × 42 5/8 in. (279.1 × 108.3 cm)
Overall with knobs: 9 ft. 1 7/8 in. × 46 1/4 in. (279.1 × 117.5 cm)"
51481,Landscape,China,unknown,1913,https://images.metmuseum.org/CRDImages/as/web-large/13_220_29_21031.jpg,69 x 30 1/2 in. (175.3 x 77.5 cm)
51503,Landscape,China,Qing dynasty,1913,https://images.metmuseum.org/CRDImages/as/web-large/DP154407.jpg,10 7/8 x 9 7/8 in. (27.6 x 25.1 cm)
36400,Landscape,China,unknown,1986,,7 3/8 x 20 in. (18.7 x 50.8 cm)
75637,Landscape,China,unknown,2005,,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)"
75635,Landscape,China,unknown,2005,,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)"
40409,Landscape,China,unknown,1945,https://images.metmuseum.org/CRDImages/as/web-large/DP200523_CRD.jpg,10 1/2 x 80 3/16 in. (26.7 x 203.7 cm)
51305,Landscape,China,unknown,1913,https://images.metmuseum.org/CRDImages/as/web-large/DP165696_CRD.jpg,15 3/8 in. × 23 ft. 6 1/2 in. (39.1 × 717.6 cm)
36325,Landscape,China,unknown,1986,,7 x 20 1/8 in. (17.8 x 51.1 cm)
52225,Landscape,China,Qing dynasty,1972,https://images.metmuseum.org/CRDImages/as/web-large/1972_278_5_O.JPG,"Image: 52 3/4 x 25 1/8 in. (134 x 63.8 cm)
Overall with mounting: 88 3/8 x 31 1/4 in. (224.5 x 79.4 cm)
Overall with rollers: 88 3/8 x 34 1/2 in. (224.5 x 87.6 cm)"
36017,Landscape,China,Qing dynasty,1913,https://images.metmuseum.org/CRDImages/as/web-large/13_220_36_O1_sf.JPG,"Image: 46 x 10 3/4 in. (116.8 x 27.3 cm)
Overall with mounting: 97 1/2 x 17 1/2 in. (247.7 x 44.5 cm)
Overall with knobs: 97 1/2 x 20 1/8 in. (247.7 x 51.1 cm)"
51375,Landscape,China,Ming dynasty,1913,https://images.metmuseum.org/CRDImages/as/web-large/13_100_51_19344.jpg,7 1/2 x 21 3/4 in. (19.1 x 55.2 cm)
72710,Landscape,China,unknown,2004,https://images.metmuseum.org/CRDImages/as/web-large/2004_557_1_O.jpg,"Image: 21 x 94 1/4 in. (53.3 x 239.4 cm)
Overall with mounting: 113 1/4 x 24 5/8 in. (287.7 x 62.5 cm)
Overall with knobs: 113 1/4 x 28 3/4 in. (287.7 x 73 cm)"
49125,Landscape,China,Qing dynasty,1989,https://images.metmuseum.org/CRDImages/as/web-large/1989_363_128_O.jpg,"Image: 33 5/8 x 11 1/4 in. (85.4 x 28.6 cm)
Overall with mounting: 85 x 17 1/8 in. (215.9 x 43.5 cm)
Overall with knobs: 85 x 20 5/8 in. (215.9 x 52.4 cm)"
35979,Landscape,China,unknown,1913,https://images.metmuseum.org/CRDImages/as/web-large/DP153564.jpg,7 1/8 x 20 1/2 in. (18.1 x 52.1 cm)
35974,Landscape,China,Qing dynasty,1913,https://images.metmuseum.org/CRDImages/as/web-large/DP153882.jpg,6 1/2 x 20 1/2 in. (16.5 x 52.1 cm)
48872,Landscape,China,Ming dynasty,1913,https://images.metmuseum.org/CRDImages/as/web-large/DP153581.jpg,7 1/4 x 19 1/4 in. (18.4 x 48.9 cm)
51369,Landscape,China,Qing dynasty,1913,https://images.metmuseum.org/CRDImages/as/web-large/DP156856.jpg,6 7/8 x 20 1/2 in. (17.5 x 52.1 cm)
51378,Landscape,China,unknown,1913,https://images.metmuseum.org/CRDImages/as/web-large/DP156857.jpg,6 7/8 x 20 3/4 in. (17.5 x 52.7 cm)
51498,Landscape,China,Qing dynasty,1913,https://images.metmuseum.org/CRDImages/as/web-large/DP154411.jpg,11 7/16 x 14 5/8 in. (29.1 x 37.1 cm)
51494,Landscape,China,unknown,1913,https://images.metmuseum.org/CRDImages/as/web-large/DP166135_CRD.jpg,20 1/4 in. × 31 ft. 3 1/2 in. (51.4 × 953.8 cm)
51645,Landscape,China,unknown,1947,https://images.metmuseum.org/CRDImages/as/web-large/DP202126_CRD.jpg,"Overall: 10 1/2 x 106 in. (26.7 x 269.2 cm)
Overall with mounting: 11 1/8 in. (28.3 cm)"
51701,Landscape,China,Qing dynasty,1947,https://images.metmuseum.org/CRDImages/as/web-large/DP202455_CRD.jpg,14 3/8 x 69 3/4 in. (36.5 x 177.2 cm)
51806,Landscape,China,Ming dynasty,1954,https://images.metmuseum.org/CRDImages/as/web-large/DP203206_CRD.jpg,"(a.) 14 15/16 x 94 1/2 in. (37.9 x 240 cm);
(b.) 51 x 14 3/8 in. (129.5 x 36.5 cm)"
51808,Landscape,China,unknown,1954,https://images.metmuseum.org/CRDImages/as/web-large/54_193_O2_sf.jpg,47 x 109 1/4 in. (119.4 x 277.5 cm)
75681,Landscape,China,unknown,2005,,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)"
36269,Landscape,China,unknown,1986,,41 x 21 1/2 in. (104.1 x 54.6 cm)
44626,Landscape,China,Qing dynasty,1989,https://images.metmuseum.org/CRDImages/as/web-large/DT6303.jpg,"Image: 22 x 10 5/8 in. (55.9 x 27 cm)
Overall with mounting: 67 x 16 3/4 in. (170.2 x 42.5 cm)
Overall with knobs: 67 x 20 3/8 in. (170.2 x 51.8 cm)"
36019,Landscape,China,Ming-Qing,1913,https://images.metmuseum.org/CRDImages/as/web-large/DP166600_CRD.jpg,"Image: 7 1/16 × 48 1/2 in. (17.9 × 123.2 cm)
Overall with mounting: 9 9/16 in. × 10 ft. 11 1/2 in. (24.3 × 334 cm)"
36102,Landscape,China,Qing dynasty,1972,https://images.metmuseum.org/CRDImages/as/web-large/1972_278_8_O.JPG,"Image: 26 7/8 x 18 1/4 in. (68.3 x 46.4 cm)
Overall with mounting: 95 7/8 x 24 7/8 in. (243.5 x 63.2 cm)
Overall with knobs: 95 7/8 x 29 in. (243.5 x 73.7 cm)"
49458,Landscape,China,Qing dynasty,1986,https://images.metmuseum.org/CRDImages/as/web-large/DP164346.jpg,9 3/4 x 13 1/2 in. (24.8 x 34.3 cm)
36196,Landscape,China,Qing dynasty,1986,,6 1/2 x 19 15/16 in. (16.5 x 50.6 cm)
36155,Landscape,China,Qing dynasty,1986,https://images.metmuseum.org/CRDImages/as/web-large/DP161193.jpg,9 3/4 x 13 1/2 in. (24.8 x 34.3 cm)
36156,Landscape,China,Qing dynasty,1986,https://images.metmuseum.org/CRDImages/as/web-large/DP161194.jpg,9 3/4 x 13 1/2 in. (24.8 x 34.3 cm)
51479,Landscape,China,unknown,1913,https://images.metmuseum.org/CRDImages/as/web-large/13_220_26_O.jpg,"Image: 43 7/8 x 14 5/8 in. (111.4 x 37.1 cm)
Overall with mounting: 78 1/2 x 20 7/8 in. (199.4 x 53 cm)
Overall with knobs: 78 1/2 x 25 3/4 in. (199.4 x 65.4 cm)"
51500,Landscape,China,Qing dynasty,1913,https://images.metmuseum.org/CRDImages/as/web-large/DP154413.jpg,10 1/16 x 12 in. (25.6 x 30.5 cm)
36252,Landscape,China,unknown,1986,,7 1/2 x 21 1/2 in. (19.1 x 54.6 cm)
48933,Landscape,China,unknown,1989,https://images.metmuseum.org/CRDImages/as/web-large/DP206094_CRD.jpg,Image: 8 5/16 x 31 7/8 in. (21.1 x 81 cm)
36191,Landscape,China,Qing dynasty,1986,https://images.metmuseum.org/CRDImages/as/web-large/DP-24839-002.jpg,51 3/4 x 16 1/2 in. (131.4 x 41.9 cm)
36251,Landscape,China,unknown,1986,,7 1/4 x 20 5/8 in. (18.4 x 52.4 cm)
36262,Landscape,China,unknown,1986,,6 3/16 x 20 1/4 in. (15.7 x 51.4 cm)
49454,Landscape,China,Qing dynasty,1986,https://images.metmuseum.org/CRDImages/as/web-large/DP161403.jpg,6 15/16 x 20 1/4 in. (17.6 x 51.4 cm)
36181,Landscape,China,Qing dynasty,1986,https://images.metmuseum.org/CRDImages/as/web-large/DP161444.jpg,7 1/4 x 20 5/16 in. (18.4 x 51.6 cm)
36198,Landscape,China,Qing dynasty,1986,,66 1/2 x 16 1/2 in. (168.9 x 41.9 cm)
36154,Landscape,China,Qing dynasty,1986,https://images.metmuseum.org/CRDImages/as/web-large/DP161184.jpg,6 1/8 x 20 5/8 in. (15.6 x 52.4 cm)
49175,Landscape,China,Qing dynasty,1989,https://images.metmuseum.org/CRDImages/as/web-large/DP153893.jpg,6 7/8 x 17 1/2 in. (17.5 x 44.5 cm)
36195,Landscape,China,unknown,1986,,6 1/4 x 20 in. (15.9 x 50.8 cm)
36186,Landscape,China,Qing dynasty,1986,https://images.metmuseum.org/CRDImages/as/web-large/DP204808_CRD.jpg,"Image: 13 3/8 x 107 7/8 in. (34 x 274 cm)
Overall with mounting: 13 5/8 x 298 3/4 in. (34.6 x 758.8 cm)"
51541,Landscape,China,unknown,1923,https://images.metmuseum.org/CRDImages/as/web-large/DP160906.jpg,15 x 15 3/4 in. (38.1 x 40 cm)
772735,Landscape,China,unknown,2019,,Image: 17 1/2 × 12 1/8 in. (44.5 × 30.8 cm)
40021,Snow Clearing: Landscape after Li Cheng,China,Qing dynasty,1978,https://images.metmuseum.org/CRDImages/as/web-large/DP154139.jpg,"Image: 44 3/8 x 14 1/8 in. (112.7 x 35.9 cm)
Overall with mounting: 89 1/4 x 20 7/8 in. (226.7 x 53 cm)
Overall with knobs: 89 1/4 x 24 1/8 in. (226.7 x 61.3 cm)"
51290,Landscape,China,Qing dynasty,1913,https://images.metmuseum.org/CRDImages/as/web-large/20424.jpg,49 1/2 x 29 1/4 in. (125.7 x 74.3 cm)
46094,Vase with landscape scenes,China,Qing dynasty,1914,https://images.metmuseum.org/CRDImages/as/web-large/23525.jpg,H. 29 in. (73.7 cm): Diam. 11 in. (27.9 cm)
50506,Vase with landscape,China,Qing dynasty,1993,https://images.metmuseum.org/CRDImages/as/web-large/1993_386_19_O1_sf.jpg,H. 18 3/8 in. (46.7 cm); Diam. 7 7/8 in. (20 cm)
48080,Saucer with landscape,China,Qing dynasty,1879,https://images.metmuseum.org/CRDImages/as/web-large/28276.jpg,Diam. 3 7/8 in. (9.8 cm)
48079,Cup with landscape,China,Qing dynasty,1879,https://images.metmuseum.org/CRDImages/as/web-large/79_2_382_O1_sf.jpg,H. 1 9/16 in. (4 cm); Diam. 2 5/8 in. (6.7 cm)
856282,Table screen with landscape,China,Ming dynasty,2022,https://images.metmuseum.org/CRDImages/as/web-large/DP-24553-001.jpg,H. 19 3/8 in. (49.2 cm); W. 19 1/8 in. (48.6 cm)
52976,Vase with Landscape Scene,China,Qing dynasty,1917,https://images.metmuseum.org/CRDImages/as/web-large/DP342593.jpg,H. 14 5/8 in. (37.1 cm); Diam. 8 3/4 in. (22.2 cm); Diam. of rim 4 1/2 in. (11.4 cm); Diam. of foot: 5 5/16 in. (13.5 cm)
42254,Jar with Landscape Scenes,China,Qing dynasty,1914,https://images.metmuseum.org/CRDImages/as/web-large/DP-14605-043.jpg,H. 18 in. (45.7 cm); Diam. 19 in. (48.3 cm); Diam. of foot 5 1/2 in. (14 cm)
44210,Mountain with wooded landscape,China,Qing dynasty,1921,https://images.metmuseum.org/CRDImages/as/web-large/49180.jpg,H. 8 in. (20.3 cm); W. 6 1/2 in. (16.5 cm)
51558,Landscape,China,unknown,1928,,99 x 22 in. (251.5 x 55.9 cm)
72960,Landscape,China,unknown,2005,,Overall (a): 14 3/8 x 22 1/16 in. (36.5 x 56 cm)
53550,Landscape,China,unknown,1944,,Image: 71 1/2 x 39 in. (181.6 x 99.1 cm)
53583,Landscape,China,unknown,1946,,59 x 27 3/4 in. (149.9 x 70.5 cm)
36305,Landscape,China,unknown,1986,,52 x 12 1/2 in. (132.1 x 31.8 cm)
36294,Landscape,China,unknown,1986,,25 5/8 x 24 in. (65.1 x 61 cm)
36316,Landscape,China,unknown,1986,,54 x 15 1/8 in. (137.2 x 38.4 cm)
51782,Landscape,China,Qing dynasty,1952,,36 3/4 x 16 in. (93.3 x 40.6 cm)
51793,Landscape,China,Qing dynasty,1952,,"Image: 20 3/4 × 12 in. (52.7 × 30.5 cm)
Overall with mounting: 86 1/4 × 19 in. (219.1 × 48.3 cm)
Overall with knobs: 86 1/4 × 23 1/8 in. (219.1 × 58.7 cm)"
53570,Landscape,China,Qing dynasty,1945,,17 1/4 x 11 3/4 in. (43.8 x 29.8 cm)
36071,Landscape,China,Qing dynasty,1955,,"Image: 33 3/4 x 17 1/4 in. (85.7 x 43.8 cm)
Overall with mounting: 101 1/2 x 24 1/2 in. (257.8 x 62.2 cm)
Overall with knobs: 104 x 24 1/2 in. (264.2 x 62.2 cm)"
36394,Landscape,China,unknown,1986,,7 1/4 x 20 1/4 in. (18.4 x 51.4 cm)
36311,Landscape,China,unknown,1986,,51 3/4 x 13 in. (131.4 x 33 cm)
36361,Landscape,China,unknown,1986,,19 1/2 x 21 in. (49.5 x 53.3 cm)
36425,Landscape,China,unknown,1986,,41 1/2 x 41 1/2 in. (105.4 x 105.4 cm)
36404,Landscape,China,unknown,1986,,51 x 26 3/4 in. (129.5 x 67.9 cm)
72713,Landscape,China,unknown,2004,,"Image: 14 1/4 x 13 1/4 in. (36.2 x 33.7 cm)
Overall with mounting: 21 1/4 x 20 in. (54 x 50.8 cm)"
49735,Landscape,China,unknown,1986,,38 x 11 3/4 in. (96.5 x 29.8 cm)
39752,Landscape,China,unknown,1997,,95 5/8 x 48 1/8 in. (242.9 x 122.2 cm)
53564,Landscape,China,Qing dynasty,1945,,45 1/2 x 13 in. (115.6 x 33 cm)
51577,Landscape,China,unknown,1930,,21 3/8 x 18 5/8 in. (54.3 x 47.3 cm)
51538,Landscape,China,Qing dynasty,1922,,42 x 16 1/8 in. (106.7 x 41.0 cm)
51554,Landscape,China,unknown,1926,,26 1/2 x 13 1/8 in. (67.3 x 33.3 cm)
51672,Landscape,China,Ming dynasty,1947,,18 11/16 x 8 11/16 in. (47.5 x 22.1 cm)
51781,Landscape,China,Qing dynasty,1952,,24 5/8 x 12 in. (62.5 x 30.5 cm)
36340,Landscape,China,unknown,1986,,76 x 23 1/2 in. (193 x 59.7 cm)
51624,Landscape,China,Qing dynasty,1945,,17 1/4 x 11 3/4 in. (43.8 x 29.8 cm)
51561,Landscape,China,unknown,1929,,43 1/4 x 17 1/8 in. (109.9 x 43.5 cm)
36266,Landscape,China,unknown,1986,,25 x 23 1/2 in. (63.5 x 59.7 cm)
36245,Landscape,China,unknown,1986,,8 1/16 x 22 in. (20.5 x 55.8 cm)
36174,Landscape,China,Qing dynasty,1986,,53 x 13 in. (134.6 x 33 cm)
36180,Landscape,China,Qing dynasty,1986,,47 1/8 x 19 1/4 in. (119.7 x 48.9 cm)
36192,Landscape,China,Qing dynasty,1986,,60 3/8 x 18 3/8 in. (153.4 x 46.7 cm)
36150,Landscape,China,Qing dynasty,1986,,35 x 14 3/8 in. (88.9 x 36.5 cm)
36152,Landscape,China,Qing dynasty,1986,,52 3/4 x 11 3/4 in. (134 x 29.8 cm)
36177,Landscape,China,Qing dynasty,1986,,58 x 15 5/8 in. (147.3 x 39.7 cm)
36183,Landscape,China,Qing dynasty,1986,,56 1/4 x 15 1/4 in. (142.9 x 38.7 cm)
41910,Landscape,China,Qing dynasty,1986,,56 1/2 x 14 5/8 in. (143.5 x 37.1 cm)
36151,Landscape,China,Qing dynasty,1986,,51 3/4 x 12 5/8 in. (131.4 x 32.1 cm)
36163,Landscape,China,Qing dynasty,1986,,58 1/2 x 15 1/2 in. (148.6 x 39.4 cm)
49612,Landscape,China,unknown,1986,,52 x 13 1/2 in. (132.1 x 34.3 cm)
36200,Landscape,China,unknown,1986,,18 1/4 x 15 5/8 in. (46.4 x 39.7 cm)
36235,Landscape,China,unknown,1986,,7 1/8 x 19 1/2 in. (18.1 x 49.5 cm)
36185,Landscape,China,Qing dynasty,1986,,34 3/8 x 15 3/4 in. (87.3 x 40 cm)
41909,Landscape,China,Qing dynasty,1986,,57 1/2 x 28 in. (146.1 x 71.1 cm)
36148,Landscape,China,Qing dynasty,1986,,50 3/4 x 19 in. (128.9 x 48.3 cm)
36217,Landscape,China,unknown,1986,,51 x 25 1/2 in. (129.5 x 64.8 cm)
37396,"Figures, flowers, and landscapes",China,Ming (1368–1644) and Qing (1644–1911) dynasties,1999,https://images.metmuseum.org/CRDImages/as/web-large/DP160529.jpg,Image: 8 3/4 x 8 9/16 in. (22.2 x 21.7 cm)
44218,Landscape with hermits and a crane,China,Qing dynasty,1939,https://images.metmuseum.org/CRDImages/as/web-large/DP350728.jpg,H. 7 1/4 in. (18.4 cm); L. 19 5/8 in. (49.8 cm)
39626,Incense holder with scholars in a landscape,China,Ming dynasty,1995,https://images.metmuseum.org/CRDImages/as/web-large/DP323467.jpg,Overall (including new wooden ends) H. 7 in. (17.8 cm)
44807,Cup with figures in a landscape,China,Tang dynasty,1921,https://images.metmuseum.org/CRDImages/as/web-large/21_46_183331.jpg,H.2 7/8 in. (7.3 cm); W. 5 1/4 in. (13.3 cm); D. 3 in. (7.6 cm); Diam. of foot 3 in. (7.6 cm); H. of foot 2 1/2 in. (6.4 cm)
685113,Censer with figures in landscape,China,Qing dynasty,2015,https://images.metmuseum.org/CRDImages/as/web-large/DP703015.jpg,H. 6 3/8 in. (16.2 cm); Diam. 7 1/4 in. (18.4 cm)
41922,Table screen with landscape scene,China,Qing dynasty,1902,https://images.metmuseum.org/CRDImages/as/web-large/DP272512.jpg,H. 6 13/16 in. (17.3 cm); W. 9/16 in. (1.5 cm)
48934,Landscape in the style of Huang Gongwang,China,Ming dynasty,1985,https://images.metmuseum.org/CRDImages/as/web-large/DP-13879-002.jpg,"Image: 46 7/8 x 16 1/8 in. (119.1 x 41 cm)
Overall with mounting: 90 x 23 1/4 in. (228.6 x 59.1 cm)
Overall with knobs: 90 x 26 3/4 in. (228.6 x 67.9 cm)"
42121,Cup with figures in a landscape,China,Qing dynasty,1908,https://images.metmuseum.org/CRDImages/as/web-large/DP318308.jpg,H. 6 in. (15.2 cm)
42149,Table screen with landscape scene,China,Qing dynasty,1902,https://images.metmuseum.org/CRDImages/as/web-large/DP278060.jpg,H. 8 3/8 in. (21.2 cm); W. 5 1/16 in. (12.8 cm); D. 1 1/4 in. (3.1 cm)
42201,Vase with Scholars in Landscape,China,Qing dynasty,1914,https://images.metmuseum.org/CRDImages/as/web-large/DP-14605-091.jpg,H. 9 7/8 in. (25.1 cm)
42542,Box with Figures in Landscape,China,Ming dynasty,1991,https://images.metmuseum.org/CRDImages/as/web-large/DP-14609-108.jpg,W. 6 in. (15.2 cm)
49862,Vase with Figures in Landscape,China,Ming dynasty,1920,https://images.metmuseum.org/CRDImages/as/web-large/DP-14608-026.jpg,H. 18 1/4 in. (46.4 cm)
49237,Landscapes and Calligraphy,China,Qing dynasty,1981,https://images.metmuseum.org/CRDImages/as/web-large/DP161122_CRD.jpg,Each leaf: 12 1/2 x 9 3/4 in. (31.8 x 24.8 cm)
41481,Landscapes after old masters,China,Qing dynasty,1989,https://images.metmuseum.org/CRDImages/as/web-large/DP154156_CRD.jpg,"Ten paintings by Wang Hui (a–j): 8 5/8 x 13 1/4 in. (22 x 33.8 cm); two paintings by Wang Shimin (k, l): 10 x 13 in. (25.4 x 33 cm)"
44527,Winter Landscapes and Flowers,China,Qing dynasty,1988,https://images.metmuseum.org/CRDImages/as/web-large/DP120312.jpg,Image (each): 8 5/8 × 11 7/8 in. (21.9 × 30.2 cm)
42224,Vase with alternating landscape and floral scenes,China,Qing dynasty,1914,https://images.metmuseum.org/CRDImages/as/web-large/14_40_418_sf.jpg,H. 21 in. (53.3 cm)
42531,Gourd-Shaped Bottle with Deer and Crane in Landscape,China,Ming dynasty,1965,https://images.metmuseum.org/CRDImages/as/web-large/DT4768.jpg,H. 18 in. (45.7 cm); Diam. 9 3/4 in. (24.8 cm)
706316,Vase with poems in a panoramic landscape,China,unknown,2020,https://images.metmuseum.org/CRDImages/as/web-large/DP-19670-001.jpg,H. 17 5/8 in. (44.8 cm); Diam. 7 1/2 in. (9.1 cm)
816473,Plate with landscape of the West Lake,China,Qing dynasty,2018,https://images.metmuseum.org/CRDImages/as/web-large/DP-17392-001.jpg,H. 1 1/2 in. (3.8 cm); Diam. 10 1/2 in. (26.7 cm); Diam. of foot 6 in. (15.2 cm)
36016,Landscape,China,Qing dynasty,1913,https://images.metmuseum.org/CRDImages/as/web-large/13_220_35_O.jpg,38 7/8  x 13 1/8 in. (98.7 x 33.3 cm)
36014,Landscape,China,Qing dynasty,1913,https://images.metmuseum.org/CRDImages/as/web-large/13_220_30_257361.jpg,58 1/4 x 26 1/8 in. (148 x 66.4 cm)
51552,Landscape,China,Ming dynasty,1926,,37 x 44 in. (94.0 x 111.8 cm)
40002,Landscape in the style of Fan Kuan,China,Song dynasty,1956,https://images.metmuseum.org/CRDImages/as/web-large/DP165244.jpg,"Image: 65 3/8 × 41 1/8 in. (166.1 × 104.5 cm)
Overall with mounting: 9 ft. 8 1/2 in. × 49 3/4 in. (295.9 × 126.4 cm)
Overall with knobs: 9 ft. 8 1/2 in. × 53 3/4 in. (295.9 × 136.5 cm)"
40019,Landscape in the style of Huang Gongwang,China,Qing dynasty,1980,https://images.metmuseum.org/CRDImages/as/web-large/DP165240.jpg,"Image: 53 x 22 1/4 in. (134.6 x 56.5 cm)
Overall with mounting: 87 3/4 x 28 1/4 in. (222.9 x 71.8 cm)
Overall with knobs: 87 3/4 x 31 in. (222.9 x 78.7 cm)"
