objectID,title,culture,period,accessionYear,primaryImageSmall,dimensions
51611,Two Ladies in Foreground of Landscape,China,Ming dynasty,1942,https://images.metmuseum.org/CRDImages/as/web-large/DP154481.jpg,5 x 6 3/4 in. (12.7 x 17.1 cm)
46308,Cup with figures in landscape,China,Qing dynasty,1879,https://images.metmuseum.org/CRDImages/as/web-large/79_2_1372_O1_sf.jpg,H. 2 5/8 in. (6.7 cm); Diam. 3 1/8 in. (7.9 cm)
46048,Vase with landscape and flowers,China,Qing dynasty,1914,https://images.metmuseum.org/CRDImages/as/web-large/50998.jpg,H. 19 in. (48.3 cm)
73246,Flora and Landscape (Paintings for Xie Zhiliu),China,unknown,2005,,"Overall (a): 10 x 18 1/8 in. (25.4 x 46 cm)
Overall (b): 10 x 18 in. (25.4 x 45.7 cm)
Overall (c): 10 1/8 x 18 1/8 in. (25.7 x 46 cm)
Overall (d): 10 x 18 1/8 in. (25.4 x 46 cm)
Overall (e): 10 x 18 1/16 in. (25.4 x 45.9 cm)
Overall (f): 10 x 18 1/16 in. (25.4 x 45.9 cm)
Overall (g): 10 1/16 x 18 1/8 in. (25.6 x 46 cm)
Overall (h): 9 3/4 x 18 1/16 in. (24.8 x 45.9 cm)
Overall (i): 9 15/16 x 18 1/16 in. (25.3 x 45.9 cm)
Overall (j): 9 15/16 x 18 1/16 in. (25.3 x 45.9 cm)
Overall (k): 9 5/16 x 18 in. (23.6 x 45.7 cm)
Overall (l): 9 1/4 x 18 in. (23.5 x 45.7 cm)"
772736,Landscape in the Style of Dong Qichang,China,unknown,2019,,Image: 13 1/2 × 10 1/2 in. (34.3 × 26.7 cm)
48953,Landscape with Trees in the Manner of Ni Zan (1301–1374),China,Ming dynasty,1989,https://images.metmuseum.org/CRDImages/as/web-large/1989_363_99_O.jpg,"Image: 45 1/2  × 18 in. (115.6 × 45.7 cm)
Overall with mounting: 94 7/8 × 27 1/2 in. (241 × 69.9 cm)
Overall with knobs: 94 7/8 × 31 1/2 in. (241 × 80 cm)"
36436,Landscapes,China,Ming dynasty,1987,https://images.metmuseum.org/CRDImages/as/web-large/DP162771.jpg,Each leaf: 6 1/16 x 9 in. (15.4 x 22.9 cm)
36095,Landscape of the four seasons in the styles of old masters,China,Ming dynasty,1968,https://images.metmuseum.org/CRDImages/as/web-large/DP204356_CRD.jpg,Overall with mounting: 12 5/8 in. × 38 ft. 10 in. (32.1 × 1183.6 cm)
49863,Dish with Scholar in a Landscape,China,Qing dynasty,1879,https://images.metmuseum.org/CRDImages/as/web-large/28195.jpg,Diam. 6 1/8 in. (15.6 cm)
41607,Snuff bottles with figures in landscape,China,Qing dynasty,1921,https://images.metmuseum.org/CRDImages/as/web-large/DP321913.jpg,H. 2 1/2 in. (6.4 cm); H. incl. stand 3 1/4 in. (8.3 cm); W. 2 3/8 in. (6 cm); D. 1 in. (2.5 cm)
48945,"Landscape after Dong Yuan, Juran, Ma Yuan, and Xia Gui",China,Ming-Qing,1977,https://images.metmuseum.org/CRDImages/as/web-large/DP213260_CRD.jpg,"Image: 11 x 126 in. (27.9 x 320 cm)
Overall with mounting: 13 1/2 x 365 5/8 in. (34.3 x 928.7 cm)"
48688,Vase with landscape and bird-and-flower scenes,China,Qing dynasty,1914,https://images.metmuseum.org/CRDImages/as/web-large/14_40_303_O1.jpg,H. 20 1/2 in. (52.1 cm); Diam. of rim 9 1/4 in. (23.5 cm); Diam. of foot 7 1/2 in. (19.1 cm)
42322,Vase with gentlemen in a landscape (one of a pair),China,Republic period,1968,https://images.metmuseum.org/CRDImages/as/web-large/DP261021.jpg,H. 6 3/8 in. (16.2 cm); Diam. 4 5/8 in. (11.7 cm)
42336,Wine bottle with decoration of landscape and poem,China,Ming dynasty,1992,https://images.metmuseum.org/CRDImages/as/web-large/DP-13773-001.jpg,H. 8 1/4 in. (21 cm); W. 3 3/4 in. (9.5 cm); Diam. of rim 1 1/8 in. (2.9 cm); W. of base 3 1/4 in. (8.3 cm)
40506,Cup with Figures in a Landscape,China,Ming dynasty,1981,https://images.metmuseum.org/CRDImages/as/web-large/ASA87.jpg,H. 2 5/8 in. (6.7 cm); W. 2 7/8 in. (7.3 cm)
48777,Covered jar with landscape and flowers,China,Qing dynasty,1914,https://images.metmuseum.org/CRDImages/as/web-large/23514.jpg,H. 24 in. (61 cm)
40518,Table screen with immortals and landscape,China,Qing dynasty,1879,https://images.metmuseum.org/CRDImages/as/web-large/79_2_1306_O3_sf.jpg,H. 10 1/8 in. (25.7 cm); W. 4 1/4 in. (10.8 cm); D. 2 in. (5.1 cm)
46132,Covered jar with landscape and floral patterns,China,Qing dynasty,1918,https://images.metmuseum.org/CRDImages/as/web-large/18_61_1ab_O1_sf.jpg,H. 21 1/4 in. (54 cm); Diam. 12 1/2 in. (31.8 cm)
36022,Enjoying the Moon: Landscape in the Manner of Wang Meng,China,Ming dynasty,1913,https://images.metmuseum.org/CRDImages/as/web-large/146252.jpg,"Image: 61 x 18 1/4 in. (154.9 x 46.4 cm)
Overall with mounting: 123 3/4 x 26 3/4 in. (314.3 x 67.9 cm)
Overall with knobs: 123 3/4 x 31 in. (314.3 x 78.7 cm)"
51688,Landscape with Fishing Village and Boat on Lake,China,unknown,1947,https://images.metmuseum.org/CRDImages/as/web-large/DP154426.jpg,8 7/8 x 9 3/4 in. (22.5 x 24.8 cm)
53825,Vase with landscape scenes and poem,China,Qing dynasty,1920,https://images.metmuseum.org/CRDImages/as/web-large/45425.jpg,H. 24 1/2 in. (62.2 cm); Daim. 8 3/4 in. (22.2 cm)
49157,Landscape in the Style of Juran and Yan Wengui,China,Qing dynasty,1979,https://images.metmuseum.org/CRDImages/as/web-large/DP204417_CRD.jpg,"Image: 12 1/4 x 158 3/8 in. (31.1 x 402.3 cm)
Overall with mounting: 12 7/8 x 359 1/8 in. (32.7 x 912.2 cm)"
51508,Wind and Water: Landscape in the Style of Mi Fu,China,unknown,1913,https://images.metmuseum.org/CRDImages/as/web-large/13_220_107_O.jpg,"Image: 45 × 18 1/2 in. (114.3 × 47 cm)
Overall with mounting: 109 × 25 1/4 in. (276.9 × 64.1 cm)
Overall with knobs (only one knob): 109 × 29 1/2 in. (276.9 × 74.9 cm)"
64083,Folding screen with figures in a landscape,China,Qing dynasty,1913,https://images.metmuseum.org/CRDImages/as/web-large/DP-17911-001.jpg,"Overall (open, curved): 65 1/2 in. × 12 ft. × 24 in. (166.4 × 365.8 × 61 cm)
Each panel: 64 1/2 × 19 5/8 in. (163.8 × 49.8 cm)
Each panel (image): 43 in. × 17 1/8 in. (109.2 × 43.5 cm)"
41487,Landscape in the Styles of Huang Gongwang and Gao Kegong,China,Qing dynasty,1972,https://images.metmuseum.org/CRDImages/as/web-large/1972_278_6_O.JPG,"Image: 45 1/8 x 21 1/4 in. (114.6 x 54 cm)
Overall with mounting: 102 1/4 x 29 in. (259.7 x 73.7 cm)
Overall with knobs: 102 1/4 x 32 3/4 in. (259.7 x 83.2 cm)"
59031,Wine pot with figures in a landscape,China,Qing dynasty,1929,https://images.metmuseum.org/CRDImages/as/web-large/DP138479.jpg,H. (incl. handle) 7 1/2 in. (19.1 cm); W. 2 3/8 in. (6 cm)
45637,Red Cliffs and Green Valleys,China,Yuan dynasty,1973,https://images.metmuseum.org/CRDImages/as/web-large/DT10657.tif.jpg,"Image: 26 3/4 x 13 1/2 in. (67.9 x 34.3 cm)
Overall with mounting: 91 1/4 x 21 3/8 in. (231.8 x 54.3 cm)
Overall with knobs: 91 1/4 x 25 1/8 in. (231.8 x 63.8 cm)"
75250,Landscapes of the Four Seasons,China,Ming dynasty,2008,https://images.metmuseum.org/CRDImages/as/web-large/DP227750.jpg,"Image (a): 126 3/8 x 37 in. (321 x 94 cm)
Image (b): 127 1/4 x 36 7/8 in. (323.2 x 93.7 cm)
Image (c): 126 3/4 x 36 7/8 in. (321.9 x 93.7 cm)
Image (d): 126 7/8 x 36 7/8 in. (322.3 x 93.7 cm)
Overall with mounting (b): 141 3/4 x 42 3/8 in. (360 x 107.6 cm)"
75172,Mirror with immortal and phoenix in a landscape,China,Tang dynasty,2008,https://images.metmuseum.org/CRDImages/as/web-large/DP200916.jpg,Diam. 6 3/8 in. (16.2 cm)
50473,Vase with Floral and Landscape Decor,China,Qing dynasty,1968,https://images.metmuseum.org/CRDImages/as/web-large/68_25_5_O1.jpg,H. 17 7/8 in. (45.4 cm); Diam. 7 5/8 in. (19.4 cm)
60903,Box with Landscape Scenes and Auspicious Emblems,China,Qing dynasty,1881,https://images.metmuseum.org/CRDImages/as/web-large/81_1_611ab_TQ.JPG,H. 5 3/4 in. (14.6 cm); W. 9 3/8 in. (23.8 cm); L. 9 3/8 in. (23.8 cm)
46053,Vase with landscape and bird-and-flower scenes,China,Qing dynasty,1914,https://images.metmuseum.org/CRDImages/as/web-large/20626.jpg,H. 20 5/8 in. (52.4 cm)
773265,Winter Landscape after Wang Hui’s Interpretation of Shen Zhou,China,unknown,2018,,Image: 13 3/8 in. × 11 ft. 8 15/16 in. (34 × 358 cm)
76442,Brush Holder with Travelers in a Landscape,China,Qing dynasty,2010,https://images.metmuseum.org/CRDImages/as/web-large/DP248217.jpg,H. 6 in. (15.2 cm); Diam. 5 3/4 in. (14.6 cm)
60926,Tiered Box with Figures in a Landscape,China,Qing dynasty,1913,https://images.metmuseum.org/CRDImages/as/web-large/13_100_150_O1.JPG,H. 3 in. (7.6 cm); W. 3 in. (7.6 cm); L. 3 in. (7.6 cm)
47589,Vase with figures in a landscape,China,Qing dynasty,1929,https://images.metmuseum.org/CRDImages/as/web-large/78417.jpg,H. 6 3/4 in. (17.1 cm)
50900,Vase with fisherman in a landscape,China,Qing dynasty,1929,https://images.metmuseum.org/CRDImages/as/web-large/29_149_44_O1_sf.jpg,H. 5  in. (12.7 cm)
46276,Covered flask with poet Li Bai and landscape,China,Qing dynasty,1879,https://images.metmuseum.org/CRDImages/as/web-large/28175.jpg,8 5/8 x 7 1/4 in. (21.9 x 18.4 cm)
46395,Bowl with landscape and geometric patterns,China,Qing dynasty,1879,https://images.metmuseum.org/CRDImages/as/web-large/28353.jpg,H. 2 1/2 in. (6.4 cm); Diam. 5 3/4 in. (14.6 cm)
50891,"Vase with ladies, plants, and landscape",China,Qing dynasty,1879,https://images.metmuseum.org/CRDImages/as/web-large/LC-79_2_184_001.jpg,H. 18 1/2 in. (47 cm)
47914,Vase with figures in a landscape,China,Qing dynasty,1921,https://images.metmuseum.org/CRDImages/as/web-large/49165.jpg,H. 21 1/4 in. (54 cm); W. 7 in. (17.8 cm)
53723,Dish with figures in a landscape,China,Ming dynasty,2019,https://images.metmuseum.org/CRDImages/as/web-large/DP-18403-056.jpg,Diam. 8 1/2 in. (21.6 cm)
42337,Vase with equestrian figure in landscape,China,Qing dynasty,1917,https://images.metmuseum.org/CRDImages/as/web-large/DP-14608-001.jpg,H. 8 in. (20.3 cm); Diam. 3 3/8 (8.6 cm)
46552,Bird feeder with fisherman in a landscape,China,Qing dynasty,1914,https://images.metmuseum.org/CRDImages/as/web-large/20688.jpg,H. 3 5/8 in. (9.2 cm); Diam. 1 1/2 in (3.8 cm)
36067,"Spring Landscape with Plum Blossoms, Scholar and Deer",China,Ming dynasty,1952,https://images.metmuseum.org/CRDImages/as/web-large/52_177_20_O1_sf.jpg,Image: 71 7/8 x 41 7/8 in. (182.6 x 106.4 cm)
46300,Bowl with landscape over a floral ground,China,Qing dynasty,1893,https://images.metmuseum.org/CRDImages/as/web-large/30167.jpg,H. 3 1/4 in. (8.3 cm); Diam. 7 1/4 in. (18.4 cm)
48202,"Hexagonal vase with ladies, plants, and landscape",China,Qing dynasty,1879,https://images.metmuseum.org/CRDImages/as/web-large/79_2_187_O1.jpg,H. 11 1/4 in. (28.6 cm); W. 6 in. (15.2 cm); Diam. of rim 1 9/16 in. (4 cm); Diam. of foot 4 in. (10.2 cm)
60916,Vase with peony scroll and landscape panels,China,Qing dynasty,1913,https://images.metmuseum.org/CRDImages/as/web-large/13_100_139.JPG,H. 18 1/2 in. (47cm); Diam. 13 1/2 in. (34.3cm); Diam. of rim: 4 1/2 in. (11.4 cm); Diam. of foot: 8 1/4 in. (21 cm)
40261,Dish with figures in a landscape,China,Ming dynasty,2015,https://images.metmuseum.org/CRDImages/as/web-large/DP704250.jpg,H. 1/8 in.; Diam. 10 5/8 in.(27 cm)
40248,Cabinet with figures in a landscape,China,Qing dynasty,2015,https://images.metmuseum.org/CRDImages/as/web-large/DP704254.jpg,H. 13 in. (33 cm); W. 7 7/8 in. (20 cm); L. 35.9 in. (35.9 cm)
40255,Tray with figures in a landscape,China,Yuan dynasty,2015,https://images.metmuseum.org/CRDImages/as/web-large/DP704081.jpg,H. 2 1/8 in. (5.4 cm); Diam. 19 1/4 in. (48.9 cm); Diam. of foot 17 in. (43.2 cm)
73008,Landscape Sketch,China,unknown,2005,,Overall: 14 1/4 x 21 3/8 in. (36.2 x 54.3 cm)
51729,Snow Landscape,China,Ming dynasty,1947,,25 5/8 x 12 3/4 in. (65.1 x 32.4 cm)
49693,Finger-painted Landscape,China,unknown,1986,,52 1/4 x 26 1/4 in. (132.7 x 66.7 cm)
36215,Burnt-ink Landscape,China,unknown,1986,,45 1/2 x 19 1/4 in. (115.6 x 48.9 cm)
49530,Sword Blade,China,Western Han,1965,https://images.metmuseum.org/CRDImages/as/web-large/65_74_1_201805.jpg,L. 20 1/4 in. (51.4 cm); W. 1 1/8 in. (2.9 cm); D. 1/4 in. (.6 cm)
63331,Page from the Mustard Seed Garden Manual of Painting,China,Qing dynasty,1924,https://images.metmuseum.org/CRDImages/as/web-large/DP-26855-001.jpg,9 5/8 x 11 13/16 in. (24.4 x 30 cm)
39738,Cosmological Mandala with Mount Meru,China,Yuan dynasty,1989,https://images.metmuseum.org/CRDImages/as/web-large/DP276037.jpg,"Overall: 33 x 33 in. (83.8 x 83.8cm)
Mount: 37 1/4 x 38 x 2 3/8 in. (94.6 x 96.5 x 6 cm)"
41336,Snuff bottle with European figures,China,Qing dynasty,1914,https://images.metmuseum.org/CRDImages/as/web-large/DP319215.jpg,H. 2 7/8 in. (7.3 cm); W. 1 1/2 in. (3.8 cm); D. 1 in. (2.5 cm)
36133,Viewing a waterfall from a mountain pavilion,China,Qing dynasty,1981,https://images.metmuseum.org/CRDImages/as/web-large/1981_122_O.jpg,"Image: 87 3/4 × 44 3/4 in. (222.9 × 113.7 cm)
Overall with mounting: 10 ft. 3 1/2 in. × 47 3/4 in. (313.7 × 121.3 cm)
Overall with knobs: 10 ft. 3 1/2 in. × 52 in. (313.7 × 132.1 cm)"
63226,"Landscape after Fan Kuan (active ca. 990–1030), from the Mustard Seed Garden Manual of Painting",China,unknown,1924,https://images.metmuseum.org/CRDImages/as/web-large/CP29.jpg,9 5/8 x 11 13/16 in. (24.4 x 30 cm)
48949,Shaded Dwellings among Streams and Mountains,China,Ming dynasty,1979,https://images.metmuseum.org/CRDImages/as/web-large/DP-13850-002.jpg,"Image: 62 3/8 x 28 3/8 in. (158.4 x 72.1 cm)
Overall with mounting: 99 x 33 1/8 in. (251.5 x 84.1 cm)
Overall with knobs: 99 x 37 in. (251.5 x 94 cm)"
49162,Landscapes in the manner of Song and Yuan masters,China,Qing dynasty,1981,https://images.metmuseum.org/CRDImages/as/web-large/DP161128.jpg,10 5/8 x 15 5/8 in. (27 x 39.7 cm)
63330,Page from the Mustard Seed Garden Manual of Painting,China,Qing dynasty,1924,https://images.metmuseum.org/CRDImages/as/web-large/DP-26854-001.jpg,9 5/8 x 11 13/16 in. (24.4 x 30 cm)
75822,Dish in Shape of Mount Fuji with Horses and Deer,China,Ming dynasty,2010,https://images.metmuseum.org/CRDImages/as/web-large/DP244351.jpg,H. 2 1/16 in. (5.3 cm); W. 9 7/8 in. (25.1 cm); L. 11 1/4 in. (28.5 cm)
63203,"Landscape after Xia Gui (active ca. 1195–1230), from the Mustard Seed Garden Manual of Painting",China,Qing dynasty,1924,https://images.metmuseum.org/CRDImages/as/web-large/CP9.jpg,9 5/8 x 11 13/16 in. (24.4 x 30 cm)
39668,"Old Trees, Level Distance",China,Northern Song dynasty (960–1127),1981,https://images.metmuseum.org/CRDImages/as/web-large/DP167812_CRD.jpg,"Image: 14 × 41 1/8 in. (35.6 × 104.4 cm)
Overall with mounting: 14 3/4 in. × 28 ft. 1/8 in. (37.5 × 853.8 cm)"
49156,"The Kangxi Emperor's Southern Inspection Tour, Scroll Three: Ji'nan to Mount Tai",China,Qing dynasty,1979,https://images.metmuseum.org/CRDImages/as/web-large/DP105303_CRD.jpg,Image: 26 3/4 in. x 45 ft. 8 3/4 in. (67.9 x 1393.8 cm)
42325,Vase with gentlemen in a landscape (one of a pair),China,Republic period,1968,https://images.metmuseum.org/CRDImages/as/web-large/DP261011.jpg,H. 6 3/8 in. (16.2 cm); Diam. 4 5/8 in. (11.7 cm)
36153,Landscapes after old masters,China,Qing dynasty,1986,,52 1/8 x 13 3/8 in. (132.4 x 34 cm)
39628,Boating amid Snowy Streams and Mountains,China,unknown,1996,https://images.metmuseum.org/CRDImages/as/web-large/ASA21.jpg,Image: 90 x 37 1/4 in. (228.6 x 94.6 cm)
39550,Simple Retreat,China,unknown,2012,https://images.metmuseum.org/CRDImages/as/web-large/DP274196.jpg,"Image: 53 3/4 × 17 5/8 in. (136.5 × 44.8 cm)
Overall with mounting: 8 ft. 5 1/4 in. × 24 3/4 in. (257.2 × 62.9 cm)
Overall with knobs: 8 ft. 5 1/4 in. × 28 11/16 in. (257.2 × 72.9 cm)"
39915,Summer Mountains,China,Northern Song dynasty (960–1127),1973,https://images.metmuseum.org/CRDImages/as/web-large/DP226465.jpg,"Image: 17 7/8 × 45 3/8 in. (45.4 × 115.3 cm)
Overall with mounting: 18 1/4 in. × 23 ft. 2 in. (46.4 × 706.1 cm)"
51722,Landscape with Waterfall,China,Ming dynasty,1947,,37 1/4 x 17 1/2 in. (94.6 x 44.5 cm)
40055,Emperor Xuanzong's Flight to Shu,China,Southern Song,1941,https://images.metmuseum.org/CRDImages/as/web-large/DP247676.jpg,"Image: 44 3/4 × 32 5/8 in. (113.7 × 82.9 cm)
Overall with mounting: 95 1/2 × 54 in. (242.6 × 137.2 cm)
Overall with knobs: 57 1/2 × 95 1/2 in. (146.1 × 242.6 cm)"
70090,"Landscape with Pair of Spotted Deer, Bamboo, Pine, Lingzhi Fungus, Iris, Water plants and Rocks",China,Qing dynasty,1954,https://images.metmuseum.org/CRDImages/as/web-large/TP499.jpg,13 1/4 x 12 1/4 in. (33.66 x 31.11 cm)
41485,Travelers among Streams and Mountains,China,Qing dynasty,1981,https://images.metmuseum.org/CRDImages/as/web-large/DP154151.jpg,"Image: 23 1/4 x 10 5/8 in. (59.1 x 27 cm)
Overall with mounting: 73 1/2 x 18 in. (186.7 x 45.7 cm)
Overall with knobs: 73 1/2 x 21 1/4 in. (186.7 x 54 cm)"
42059,Boulder with Daoist paradise,China,Qing dynasty,1902,https://images.metmuseum.org/CRDImages/as/web-large/DP223608.jpg,H. 10 9/16 in. (26.8 cm); W. 17 15/16 in. (45.6 cm); D. 5 5/16 in. (13.5 cm)
48966,Streams and Mountains without End,China,Ming dynasty,1976,https://images.metmuseum.org/CRDImages/as/web-large/DP204409_10.jpg,"Image: 9 5/8 x 248 5/8 in. (24.4 x 631.5 cm)
Overall with mounting: 11 3/4 x 465 3/4 in. (29.8 x 1183 cm)"
73010,Landscape Sketches and Tree,China,unknown,2005,,Overall: 14 1/4 x 21 3/8 in. (36.2 x 54.3 cm)
63185,"Mt. Heng, after Juran (active ca. 960–965), from the Mustard Seed Garden Manual of Painting",China,unknown,1924,https://images.metmuseum.org/CRDImages/as/web-large/DP-14004-001.jpg,9 5/8 x 11 13/16 in. (24.4 x 30 cm)
63325,Page from the Mustard Seed Garden Manual of Painting,China,Qing dynasty,1924,https://images.metmuseum.org/CRDImages/as/web-large/DP-26852-001.jpg,9 5/8 x 11 13/16 in. (24.4 x 30 cm)
63205,Page from the Mustard Seed Garden Manual of Painting,China,Qing dynasty (1644–1911,1924,https://images.metmuseum.org/CRDImages/as/web-large/DP-26840-001.jpg,9 5/8 x 11 13/16 in. (24.4 x 30 cm)
63208,Page from the Mustard Seed Garden Manual of Painting,China,Qing dynasty (1644–1911,1924,https://images.metmuseum.org/CRDImages/as/web-large/DP-26843-001.jpg,9 5/8 x 11 13/16 in. (24.4 x 30 cm)
63206,Page from the Mustard Seed Garden Manual of Painting,China,Qing dynasty (1644–1911,1924,https://images.metmuseum.org/CRDImages/as/web-large/DP-26841-001.jpg,9 5/8 x 11 13/16 in. (24.4 x 30 cm)
63207,Page from the Mustard Seed Garden Manual of Painting,China,Qing dynasty,1924,https://images.metmuseum.org/CRDImages/as/web-large/DP-26842-001.jpg,9 5/8 x 11 13/16 in. (24.4 x 30 cm)
63204,Page from the Mustard Seed Garden Manual of Painting,China,Qing dynasty,1924,https://images.metmuseum.org/CRDImages/as/web-large/DP-26839-001.jpg,9 5/8 x 11 13/16 in. (24.4 x 30 cm)
63209,"Snowy Peaks Touching the Heavens, in the manner of Snow-covered Inn by Jing Hao (active ca. 870–ca. 930), from the Mustard Seed Garden Manual of Painting",China,unknown,1924,https://images.metmuseum.org/CRDImages/as/web-large/DP-26844-001.jpg,9 5/8 x 11 13/16 in. (24.4 x 30 cm)
53586,Spring Morning at the Palace of the Han Emperors,China,unknown,1947,https://images.metmuseum.org/CRDImages/as/web-large/DP202117_CRD.jpg,Image: 6 3/8 × 34 1/2 in. (16.2 × 87.6 cm)
701452,Mountain Scenery with Streams and Pavilions in the Style of Fan Kuan,China,Qing dynasty,2015,https://images.metmuseum.org/CRDImages/as/web-large/LC-2015_788_sr1_03.jpg,Image: 34 × 17 1/2 in. (86.4 × 44.5 cm)
653467,Viewing the Tide,China,unknown,2016,,Image: 17 3/4 in. × 32 ft. 9 3/4 in. (45.1 × 1000.1 cm)
75745,Cloudy Mountains,China,Qing dynasty,2010,https://images.metmuseum.org/CRDImages/as/web-large/DP227778.jpg,54 1/8 x 27 3/8 in. (137.5 x 69.5 cm)
40090,Poet strolling by a marshy bank,China,Southern Song,1989,https://images.metmuseum.org/CRDImages/as/web-large/DP154133.jpg,Image: 9 x 9 9/16 in. (22.9 x 24.3 cm)
40196,Gentlemen gazing at a waterfall,China,Southern Song,1989,https://images.metmuseum.org/CRDImages/as/web-large/DT6276.jpg,9 7/8 x 10 1/8 in. (25.1 x 25.7 cm)
40056,Retreats in the Spring Hills,China,Song dynasty,1989,https://images.metmuseum.org/CRDImages/as/web-large/DP144257_crd.jpg,"Image: 10 5/16 in. × 9 ft. 4 13/16 in. (26.2 × 286.5 cm)
Overall with mounting: 10 1/2 in. × 26 ft. 9 5/8 in. (26.7 × 816.9 cm)"
51789,Landscape after Zhang Sengyu,China,Qing dynasty,1952,,25 3/4 x 16 1/2 in. (65.4 x 41.9 cm)
72945,Landscape and Plant Studies,China,unknown,2005,,Overall: 11 7/16 x 35 1/16 in. (29 x 89 cm)
36088,Landscape after Ni Zan,China,Qing dynasty,1963,,"Overall: 36 1/2 x 20 1/4 in. (92.7 x 51.4 cm)
Overall with mounting: 63 1/2 x 25 1/2 in. (161.3 x 64.8 cm)"
51648,Swans and Winter Landscape,China,Ming dynasty,1947,,"Overall: 65 3/4 x 35 3/8 in. (167 x 89.9 cm)
Overall with mounting: W. 43 3/4 in. (111.1 cm)"
49021,Landscapes after Song and Yuan masters,China,Ming dynasty,1970,https://images.metmuseum.org/CRDImages/as/web-large/DP161009.jpg,12 7/16 x 9 3/4 in. (31.6 x 24.8 cm)
45680,Winter landscape,China,Ming dynasty,1955,https://images.metmuseum.org/CRDImages/as/web-large/DP204373_CRD.jpg,Image: 12 1/4 x 277 in. (31.1 x 703.6 cm)
75591,Pillow with landscapes featuring Daoist figures and a tiger,China,unknown,2009,https://images.metmuseum.org/CRDImages/as/web-large/DP-14610-015.jpg,H. 6 1/4 in. (15.9 cm); W. 7 3/8 in. (18.7 cm); L. 17 1/8 in. (43.5 cm)
36342,Landscape in Cursive-script Technique,China,unknown,1986,,46 x 12 3/8 in. (116.8 x 31.4 cm)
51651,Landscape in Tang Tradition,China,unknown,1947,,"Overall: 10 5/8 x 15 3/8 in. (27 x 39.1 cm)
Overall with mounting: W. 20 1/8 in. (51.1 cm)"
51719,Mountain Landscape with Waterfall,China,unknown,1947,,60 1/8 x 28 7/8 in. (152.7 x 73.3 cm)
41480,Landscapes and Poems,China,Ming dynasty,1989,https://images.metmuseum.org/CRDImages/as/web-large/DP164352.jpg,12 5/8 x 9 1/8 in. (32.1 x 23.2 cm)
62739,Remote Valleys and Deep Forests,China,Qing dynasty,2017,https://images.metmuseum.org/CRDImages/as/web-large/DP210925_CRD.jpg,10 5/8 in. × 12 ft. 1/8 in. (27 × 366.1 cm)
59025,Pavilion amongst Wintry Trees after Ni Zan,China,Qing dynasty,2000,https://images.metmuseum.org/CRDImages/as/web-large/2000_665_1.jpg,45 5/8 x 20 in. (116 x 50.8 cm)
45665,Village and Temples in Jiangnan,China,Ming dynasty,1989,https://images.metmuseum.org/CRDImages/as/web-large/DP153537.jpg,Image: 9 9/16 x 10 3/16 in. (24.3 x 25.9 cm)
51850,Summer Landscape,China,unknown,1962,https://images.metmuseum.org/CRDImages/as/web-large/62_102.jpg,Image: 45 x 19 1/2 in. (114.3 x 49.5 cm)
42187,River Landscape,China,unknown,1946,https://images.metmuseum.org/CRDImages/as/web-large/DP201371_CRD.jpg,12 7/8 in. × 24 ft. 7 1/2 in. (32.7 × 750.6 cm)
45664,Palaces among Autumn Mountains,China,Ming dynasty,1989,https://images.metmuseum.org/CRDImages/as/web-large/DP153536.jpg,Image: 9 1/2 x 10 1/16 in. (24.1 x 25.6 cm)
40007,Cloudy Mountains,China,Southern Song,1973,https://images.metmuseum.org/CRDImages/as/web-large/DP212993_4_CRD.jpg,"Image: 10 7/8 × 22 7/16 in. (27.6 × 57 cm)
Overall with mounting: 11 3/16 in. × 24 ft. 6 3/16 in. (28.4 × 747.2 cm)"
48896,Playing the zither for a crane,China,Ming dynasty,1972,https://images.metmuseum.org/CRDImages/as/web-large/DP350720.jpg,"Image: 40 5/8 x 19 5/8 in. (103.2 x 49.8 cm)
Overall with mounting: 98 1/2 x 25 3/4 in. (250.2 x 65.4 cm)
Overall with rollers: 98 1/2 x 29 1/2 in. (250.2 x 74.9 cm)"
49613,Landscapes,China,unknown,1986,,8 1/2 x 10 1/4 in. (21.6 x 26.0 cm)
49240,Landscapes and Flowers,China,Qing dynasty,1980,https://images.metmuseum.org/CRDImages/as/web-large/DP161088.jpg,Image: 8 x 9 7/8 in. (20.3 x 25.1 cm)
51621,Eight landscapes,China,Qing dynasty,1945,https://images.metmuseum.org/CRDImages/as/web-large/DP154492.jpg,"Image (album): 14 × 10 in. (35.6 × 25.4 cm)
Image (double leaf): 14 × 20 in. (35.6 × 50.8 cm)
Image: 12 × 9 in. (30.5 × 22.9 cm)"
41494,Landscapes,China,Qing dynasty,1986,https://images.metmuseum.org/CRDImages/as/web-large/DP161185_CRD.jpg,9 3/4 x 11 5/8 in. (24.8 x 29.5 cm)
36033,One hundred water buffalo,China,unknown,1918,https://images.metmuseum.org/CRDImages/as/web-large/DP166575_CRD.jpg,12 1/2 x 87 5/16 in. (31.8 x 221.8 cm)
53603,Landscape with Sailboats,China,unknown,1969,https://images.metmuseum.org/CRDImages/as/web-large/DP156828.jpg,9 5/8 x 14 13/16 in. (24.4 x 37.6 cm)
